bridge_id,peer_id,peer_class,bridge_cpp,peer_cpp
A5062221591,A5011340881,A-only,5.454545454545454,24.666666666666668
A5062221591,A5037400203,A-only,5.454545454545454,36.714285714285715
A5062221591,A5056030647,C-only,5.454545454545454,43.0
A5062221591,A5016320454,C-only,5.454545454545454,79.82352941176471
A5062221591,A5019995146,C-only,5.454545454545454,12.428571428571429
A5053772814,A5113632538,A-only,77.07692307692308,102.66666666666667
A5053772814,A5013885617,A-only,77.07692307692308,24.466666666666665
A5053772814,A5100430408,A-only,77.07692307692308,41.705882352941174
A5053772814,A5108429749,C-only,77.07692307692308,92.625
A5053772814,A5101465838,C-only,77.07692307692308,6.615384615384615
A5053772814,A5075221309,C-only,77.07692307692308,64.96153846153847
A5067764046,A5044411733,A-only,11.0,40.625
A5067764046,A5053131255,A-only,11.0,126.0
A5067764046,A5059127512,A-only,11.0,126.0
A5067764046,A5020901763,C-only,11.0,21.043478260869566
A5067764046,A5071695015,C-only,11.0,12.24
A5067764046,A5064910363,C-only,11.0,18.058823529411764
A5063135675,A5109892683,A-only,16.98076923076923,41.714285714285715
A5063135675,A5111872250,A-only,16.98076923076923,48.37931034482759
A5063135675,A5021780741,A-only,16.98076923076923,30.452380952380953
A5063135675,A5018973599,C-only,16.98076923076923,25.873417721518987
A5063135675,A5056070866,C-only,16.98076923076923,13.296296296296296
A5063135675,A5080345671,C-only,16.98076923076923,20.741935483870968
A5085958280,A5029469039,A-only,30.892857142857142,126.0
A5085958280,A5086443424,A-only,30.892857142857142,52.04545454545455
A5085958280,A5053143384,A-only,30.892857142857142,71.24137931034483
A5085958280,A5079834939,C-only,30.892857142857142,3.4285714285714284
A5085958280,A5023159762,C-only,30.892857142857142,126.0
A5085958280,A5030071745,C-only,30.892857142857142,39.53846153846154
A5002001500,A5036633590,A-only,89.5625,47.54761904761905
A5002001500,A5045137854,A-only,89.5625,85.53333333333333
A5002001500,A5108624536,A-only,89.5625,81.44680851063829
A5002001500,A5079886500,C-only,89.5625,43.625
A5002001500,A5013195881,C-only,89.5625,27.095238095238095
A5002001500,A5022623767,C-only,89.5625,10.136363636363637
A5100417210,A5100671634,A-only,48.91891891891892,14.295774647887324
A5100417210,A5100352765,A-only,48.91891891891892,22.743589743589745
A5100417210,A5115595557,A-only,48.91891891891892,21.177777777777777
A5100417210,A5073891821,C-only,48.91891891891892,20.541666666666668
A5100417210,A5038568900,C-only,48.91891891891892,38.23809523809524
A5100417210,A5080284521,C-only,48.91891891891892,47.130434782608695
A5007145691,A5100375639,A-only,70.87234042553192,16.576923076923077
A5007145691,A5028630500,A-only,70.87234042553192,37.86363636363637
A5007145691,A5014749523,A-only,70.87234042553192,18.821428571428573
A5007145691,A5100750518,C-only,70.87234042553192,25.02127659574468
A5007145691,A5010144767,C-only,70.87234042553192,23.816326530612244
A5007145691,A5100724310,C-only,70.87234042553192,10.804878048780488
A5043314247,A5053862310,A-only,111.6,9.333333333333334
A5043314247,A5088833514,A-only,111.6,48.24
A5043314247,A5115603880,A-only,111.6,70.54285714285714
A5043314247,A5079814234,C-only,111.6,14.75609756097561
A5043314247,A5044094525,C-only,111.6,18.625
A5043314247,A5038311221,C-only,111.6,32.275862068965516
A5014546866,A5039552545,A-only,19.363636363636363,126.0
A5014546866,A5019525132,A-only,19.363636363636363,33.509803921568626
A5014546866,A5019226851,A-only,19.363636363636363,32.18181818181818
A5014546866,A5005966821,C-only,19.363636363636363,3.4523809523809526
A5014546866,A5112102471,C-only,19.363636363636363,19.015625
A5014546866,A5054940859,C-only,19.363636363636363,49.26086956521739
A5100411881,A5101691865,A-only,38.40151515151515,26.97752808988764
A5100411881,A5058538956,A-only,38.40151515151515,27.0
A5100411881,A5101683750,A-only,38.40151515151515,17.556962025316455
A5100411881,A5102003285,C-only,38.40151515151515,40.45454545454545
A5100411881,A5060488203,C-only,38.40151515151515,47.89855072463768
A5100411881,A5017660782,C-only,38.40151515151515,27.743589743589745
A5058614739,A5058112460,A-only,126.0,50.18867924528302
A5058614739,A5100637867,A-only,126.0,86.58730158730158
A5058614739,A5007553500,A-only,126.0,73.95744680851064
A5058614739,A5110301462,C-only,126.0,6.413043478260869
A5058614739,A5046218523,C-only,126.0,32.1025641025641
A5058614739,A5071695015,C-only,126.0,12.24
A5110110597,A5041314744,A-only,22.178571428571427,89.63636363636364
A5110110597,A5102906301,A-only,22.178571428571427,126.0
A5110110597,A5103392340,A-only,22.178571428571427,15.363636363636363
A5110110597,A5110826532,C-only,22.178571428571427,11.232558139534884
A5110110597,A5090109553,C-only,22.178571428571427,5.105263157894737
