iteration,t0_boot,t0_ci_lower,t0_ci_upper
92,2005.0735135979419,,
93,2006.7128489197075,,
94,2004.8405542014364,,
95,2007.379896813036,,
96,2006.3367565965868,,
97,2004.7930037293,,
98,2005.1016620788562,,
99,2007.4169452976341,,
100,2007.9852145991351,,
101,2004.491786024827,,
102,2008.0187415271305,,
103,2004.8608896575176,,
104,2006.7401335148254,,
105,2004.7185900761233,,
106,2005.1558403757645,,
107,2004.4387487849847,,
108,2004.4184337101842,,
109,2006.0807021298072,,
110,2005.5104399643624,,
111,2012.0438958226903,,
112,2005.9662090590723,,
113,2005.6895643002206,,
114,2005.5241585496976,,
115,2010.7294480845544,,
116,2022.5012257888536,,
117,2005.3448210509355,,
118,2006.1061096090505,,
119,2005.42684794494,,
120,2007.5927769658315,,
121,2005.3485981645,,
122,2006.2902754726588,,
123,2005.730716070974,,
124,2006.8863283057772,,
125,2006.1427574732838,,
126,2006.5662023618588,,
127,2005.3626998349844,,
128,2006.8977169869675,,
129,2005.9245498044852,,
130,2005.9951099227549,,
131,2005.1939062803494,,
132,2005.2319887392625,,
133,2006.7073913722168,,
134,2008.6509658075463,,
135,2006.4160576917632,,
136,2008.504402149856,,
137,2005.74628365502,,
138,2004.9279014506214,,
139,2006.155904019106,,
140,2006.004372204001,,
141,2006.1712162811543,,
142,2005.85928980732,,
143,2004.5164116502244,,
144,2005.6340387912576,,
145,2005.7685528973434,,
146,2007.7480126860432,,
147,2005.5227057051773,,
148,2010.4278168700691,,
149,2006.687395649809,,
150,2005.7223675348596,,
151,2004.8061023794758,,
152,2006.6659558907115,,
153,2007.385479243602,,
154,2006.2520696283718,,
155,2006.0320257089404,,
156,2006.6265526288437,,
157,2005.8526053236012,,
158,2005.9143207353156,,
159,2005.4234755040839,,
160,2005.8023893023492,,
161,2007.3272597822452,,
162,2004.9120052796757,,
163,2005.896884152066,,
164,2006.2576975895306,,
165,2013.0802072302122,,
166,2004.2027872991468,,
167,2005.830016426641,,
168,2006.179513698496,,
169,2005.3433038462463,,
170,2004.7629752629357,,
171,2005.2610354553083,,
172,2006.0803612589584,,
173,2007.4407539403592,,
174,2007.091158088842,,
175,2006.1358288932947,,
176,2011.268951120202,,
177,2007.0580982763388,,
178,2005.2353512632872,,
179,2005.0120060360496,,
180,2006.7502941263115,,
181,2006.0983152421359,,
182,2005.2934788483615,,
183,2003.6672112164547,,
184,2004.9895252599365,,
185,2007.0137487823401,,
186,2005.3683666570612,,
187,2005.9569432378278,,
188,2008.146583259094,,
189,2007.0466069401446,,
190,2006.0933477845367,,
191,2007.8016855201647,,
192,2007.610491558458,,
193,2014.444303467718,,
194,2004.8623772184217,,
195,2007.618454753523,,
196,2010.1002977589262,,
197,2006.0010698066044,,
198,2006.849014879715,,
199,2006.839839446156,,
200,2005.6089928627682,,
201,2004.8906361167708,,
202,2006.6949630118195,,
203,2004.874876148867,,
204,2006.1229022193625,,
205,2004.980416678262,,
206,2006.6096832481671,,
207,2006.9229916718248,,
208,2006.2974028986066,,
209,2008.273183715163,,
210,2007.114199315736,,
211,2005.9951956950629,,
212,2006.1566606141048,,
213,2005.3099161928808,,
214,2005.614101073183,,
215,2008.0186866521578,,
216,2006.1774937351536,,
217,2006.3039951259943,,
218,2008.5536692022001,,
219,2005.1051479318464,,
220,2005.6256979916902,,
221,2010.693304661404,,
222,2005.921955654128,,
223,2005.8403074549308,,
224,2008.2292978659273,,
225,2007.794447320267,,
226,2007.399404851086,,
227,2004.2658997643443,,
228,2004.9269127804034,,
229,2007.9962819908199,,
230,2004.2457805662716,,
231,2006.833269698932,,
232,2006.3482148469118,,
233,2005.8511635788705,,
234,2007.9854150009553,,
235,2005.2852008549255,,
236,2005.1219166621352,,
237,2015.60694924503,,
238,2007.0903066973651,,
239,2003.9456101817461,,
240,2004.6089352612466,,
241,2007.9052740376196,,
242,2004.9697585214597,,
243,2006.0318426850436,,
244,2007.2154591665244,,
245,2004.9828145681875,,
246,2004.431185772311,,
247,2011.646947692616,,
248,2008.0851557315757,,
249,2005.1428265634884,,
250,2004.5551745364714,,
251,2006.891081786248,,
252,2007.6097995221692,,
253,2004.9562760867454,,
254,2008.1218396704478,,
255,2005.988038663335,,
256,2004.679957250212,,
257,2007.3994440453025,,
258,2010.5145199218855,,
259,2004.1053971271829,,
260,2006.0696207140868,,
261,2005.7338361293569,,
262,2005.199256728077,,
263,2006.8365746766237,,
264,2004.9241408200887,,
265,2006.0939545887647,,
266,2005.6574077389082,,
267,2005.5283354750788,,
268,2007.615938298317,,
269,2007.5176452862697,,
270,2007.8319758947448,,
271,2008.1757118594624,,
272,2005.0561471457545,,
273,2009.9196366802055,,
274,2004.9554012978958,,
275,2006.4359245549504,,
276,2005.2979340494717,,
277,2019.1123448981384,,
278,2007.3782960845488,,
279,2004.50806876011,,
280,2005.2244544031516,,
281,2006.736815899801,,
282,2005.5736998192492,,
283,2004.437332112351,,
284,2007.0737685675267,,
285,2005.879677767086,,
286,2005.0135975997844,,
287,2006.1179996992994,,
288,2010.3509146218855,,
289,2004.4407291146879,,
290,2004.2302744397014,,
291,2007.7962595252334,,
292,2006.5714611874134,,
293,2005.411192719624,,
294,2004.7358999332896,,
295,2005.2459818657965,,
296,2007.0102161333127,,
297,2007.3048682594674,,
298,2006.0049369262695,,
299,2008.1947137584402,,
300,2004.8389839691192,,
301,2006.0914572654658,,
302,2004.4666184294094,,
303,2004.4900006607525,,
304,2004.8401308338343,,
305,2006.8750065533466,,
306,2008.3981547796327,,
307,2006.427592757024,,
308,2005.1109113919017,,
309,2006.6136338587255,,
310,2005.916620735719,,
311,2007.5263864320134,,
312,2008.08168450358,,
313,2004.6801484161538,,
314,2007.9813952608633,,
315,2007.9322233742266,,
316,2005.7357621892031,,
317,2007.6406360534636,,
318,2004.8156130154443,,
319,2008.2398152530359,,
320,2004.8580678032563,,
321,2005.644332999186,,
322,2004.7180728321837,,
323,2005.372677045843,,
324,2005.0070032895517,,
325,2006.3230267855497,,
326,2006.243743262547,,
327,2004.1408542063618,,
328,2004.573713413699,,
329,2006.9723819577227,,
330,2006.9073804646205,,
331,2005.1538247171484,,
332,2006.8614717004093,,
333,2012.1666487279056,,
334,2006.8489023319896,,
335,2005.2003789119424,,
336,2004.2994942195203,,
337,2007.4358253619719,,
338,2006.5374639924996,,
339,2006.7972724683914,,
340,2006.5312445812099,,
341,2006.9730365575833,,
342,2005.9859762762198,,
343,2005.4936006273983,,
344,2004.8808607807175,,
345,2006.3224131881489,,
346,2008.9554873872285,,
347,2006.6347119516618,,
348,2009.0612608419544,,
349,2005.9881521953128,,
350,2006.670507855732,,
351,2006.6890142924865,,
352,2006.4459853520123,,
353,2004.6463908840303,,
354,2005.390998017848,,
355,2005.6807651772456,,
356,2008.1515974489705,,
357,2006.6370437393823,,
358,2005.8410005526187,,
359,2022.7670353016715,,
360,2005.019492195829,,
361,2008.8253478388817,,
362,2006.8620440427944,,
363,2005.5322786443126,,
364,2006.6553125250678,,
365,2007.3748202744216,,
366,2005.8821434765205,,
367,2006.672943431566,,
368,2007.019089479538,,
369,2007.769448207573,,
370,2005.177464185836,,
371,2007.3942186720817,,
372,2006.1637710074554,,
373,2007.0944087255127,,
374,2006.2356211160306,,
375,2007.628363127904,,
376,2005.1698907577018,,
377,2005.5172695524009,,
378,2006.6779800585145,,
379,2006.9463154327877,,
380,2006.8674884234172,,
381,2004.7016251213229,,
382,2006.8194789823415,,
383,2008.6554512093267,,
384,2007.6278311037113,,
385,2008.3389730021433,,
386,2009.997565042042,,
387,2007.1476502162757,,
388,2006.7299975114975,,
389,2006.0856781742698,,
390,2005.3432369739003,,
391,2004.2866728024935,,
392,2005.8501530767194,,
393,2008.0716904595035,,
394,2005.3042654082494,,
395,2006.3897764926303,,
396,2004.949068967632,,
397,2005.2157482960067,,
398,2004.8496904646822,,
399,2005.3528875749403,,
400,2005.7068712857533,,
401,2007.3623184135477,,
402,2004.9013219601627,,
403,2005.518151933001,,
404,2008.675198213453,,
405,2005.9871954550993,,
406,2007.7743135054795,,
407,2004.512035801858,,
408,2004.8074442647282,,
409,2006.5923647146424,,
410,2006.3043864071024,,
411,2005.23181213256,,
412,2005.7085356849022,,
413,2004.56880136725,,
414,2005.3119976313506,,
415,2006.017100696074,,
416,2007.2184916220203,,
417,2004.7820776238373,,
418,2008.1784540984775,,
419,2007.6886701564404,,
420,2006.42663528512,,
421,2006.554454431866,,
422,2006.2767034141184,,
423,2006.2227015659103,,
424,2008.8915598285434,,
425,2004.2152996152327,,
426,2006.675508174316,,
427,2005.4974086712846,,
428,2017.239232116055,,
429,2005.1669381126446,,
430,2008.8289979585418,,
431,2006.1623570083311,,
432,2005.929665436051,,
433,2004.3743798915555,,
434,2007.1237435270716,,
435,2005.0861161751561,,
436,2005.9986967054356,,
437,2005.508555596448,,
438,2004.2525067115193,,
439,2003.999773240803,,
440,2010.2261310907522,,
441,2005.843558494995,,
442,2007.6615514326434,,
443,2013.7170447343167,,
444,2006.063677509708,,
445,2006.833578882256,,
446,2007.1667377708316,,
447,2003.8056159908647,,
448,2004.8505195925854,,
449,2007.295266880837,,
450,2006.1612733897762,,
451,2006.4034087567345,,
452,2006.6415519156778,,
453,2004.6359939883641,,
454,2004.2423992648526,,
455,2006.8343556555146,,
456,2008.0418715737644,,
457,2005.7603788241129,,
458,2005.8539098633748,,
459,2005.7592930893636,,
460,2006.9653261565306,,
461,2006.0954723291807,,
462,2003.8787309742863,,
463,2007.772019339055,,
464,2005.163717485827,,
465,2005.0896484281313,,
466,2004.9082382851711,,
467,2004.0861113123326,,
468,2005.6884318458215,,
469,2004.6480468130844,,
470,2004.8981625287092,,
471,2005.0689953325884,,
472,2006.872271413168,,
473,2005.0101305311166,,
474,2005.9315950243943,,
475,2006.1636751526523,,
476,2005.4840819160352,,
477,2005.8764318069639,,
478,2012.936989675124,,
479,2005.6283363649784,,
480,2005.682934448186,,
481,2004.3765889817696,,
482,2008.0883596004942,,
483,2006.3173510969698,,
484,2005.2027617208578,,
485,2014.581120158602,,
486,2008.2245840612404,,
487,2005.1122646105555,,
488,2005.099914718192,,
489,2005.2412466191595,,
490,2005.8014109354128,,
491,2011.0725711776377,,
492,2005.8239417281088,,
493,2006.236848883226,,
494,2008.7750444350065,,
495,2005.7990978078788,,
496,2005.184447841831,,
497,2010.4173728613716,,
498,2012.1381369377152,,
499,2005.808155203255,,
500,2009.2168852142354,,
501,2010.7442994472356,,
502,2004.9575401270242,,
503,2007.4632372075778,,
504,2005.4971130205313,,
505,2005.6354011230612,,
506,2004.8878948248064,,
507,2008.2275302379956,,
508,2006.9371177350754,,
509,2005.9181575378827,,
510,2008.1126609740124,,
511,2006.763588326944,,
512,2008.0033794544715,,
513,2006.6104874958164,,
514,2005.0504304185379,,
515,2006.8557434551733,,
516,2005.2435267557466,,
517,2009.5681500284595,,
518,2005.5846807852165,,
519,2007.0016396540796,,
520,2007.4268915290193,,
521,2005.9420263185875,,
522,2005.3060959649802,,
523,2005.6746332801347,,
524,2005.9163723278373,,
525,2005.187714663072,,
526,2006.1269691254608,,
527,2006.3732620382675,,
528,2005.5975133146976,,
529,2007.7001565137743,,
530,2005.9852036843972,,
531,2005.3858259864717,,
532,2006.5414742908151,,
533,2005.2031636542065,,
534,2008.8270886564758,,
535,2005.5359661066864,,
536,2004.6051612242325,,
537,2006.5942313790338,,
538,2006.6424712533046,,
539,2005.549073309271,,
540,2004.7599853785744,,
541,2005.1723072778734,,
542,2002.7558280597125,,
543,2004.1327264204679,,
544,2006.801646534914,,
545,2007.0046748856973,,
546,2005.2862741781573,,
547,2007.4749755147864,,
548,2005.1474486077368,,
549,2005.1714403505546,,
550,2004.9346993794836,,
551,2004.4646032967346,,
552,2008.3878289641955,,
553,2004.838192596101,,
554,2009.1588049658308,,
555,2006.7168188698065,,
556,2007.3792868323906,,
557,2004.1812274208428,,
558,2006.9274151206312,,
559,2006.0527025452973,,
560,2007.9599181078358,,
561,2008.3433399542305,,
562,2008.6639203114228,,
563,2006.065635918017,,
564,2005.5267061407335,,
565,2005.8414083626815,,
566,2005.8866476381145,,
567,2005.4769137323294,,
568,2006.4690990667793,,
569,2005.1315602430893,,
570,2005.4816329281175,,
571,2005.136469397879,,
572,2006.3437837101171,,
573,2004.8062384932036,,
574,2005.3498853020194,,
575,2007.4880083207017,,
576,2005.8152550909465,,
577,2005.454587464177,,
578,2006.9250927699338,,
579,2011.1369618581018,,
580,2008.5363864443661,,
581,2015.92726155935,,
582,2006.7344323523516,,
583,2004.6967042459587,,
584,2008.2611103468773,,
585,2010.5582679817146,,
586,2004.8921546647694,,
587,2009.3513103661317,,
588,2006.1916166098652,,
589,2006.5439637721793,,
590,2006.0654595668134,,
591,2006.3767881651222,,
592,2006.0043981087376,,
593,2007.328053568938,,
594,2006.384440339326,,
595,2004.685363697987,,
596,2004.9727708345454,,
597,2004.3670385175426,,
598,2005.321841880946,,
599,2007.9606180715432,,
600,2004.885251869465,,
601,2007.1890400538832,,
602,2006.145241983253,,
603,2004.8872303793767,,
604,2005.3774180469504,,
605,2009.275989037988,,
606,2006.0102869732455,,
607,2005.437350279547,,
608,2004.0651441075306,,
609,2006.6690378683115,,
610,2005.3112318417539,,
611,2007.3299716223423,,
612,2007.3682523622956,,
613,2007.634001254428,,
614,2006.007153382557,,
615,2004.9785920486802,,
616,2008.5961814617542,,
617,2004.7808176023536,,
618,2006.4636851889106,,
619,2004.0506285157917,,
620,2007.091984479725,,
621,2009.303316455378,,
622,2005.1705211024232,,
623,2008.623809926469,,
624,2005.3473763915893,,
625,2005.4079123850377,,
626,2004.8986426821964,,
627,2004.8479960361858,,
628,2005.2932753727473,,
629,2006.9089751675137,,
630,2004.4907887482566,,
631,2006.420788010985,,
632,2006.8204674249623,,
633,2007.4038636643631,,
634,2004.8872195973036,,
635,2006.7828305740961,,
636,2006.6867849180458,,
637,2005.99490660197,,
638,2008.2523505870518,,
639,2007.6051699626203,,
640,2008.0149769885143,,
641,2004.9844340433947,,
642,2005.7873553730863,,
643,2006.5367317840296,,
644,2011.9737221647006,,
645,2008.2059325485354,,
646,2004.1999782101489,,
647,2005.912058380745,,
648,2005.4309968780465,,
649,2008.8483939425084,,
650,2005.697125609824,,
651,2009.304629956306,,
652,2004.8166262497798,,
653,2004.110020900307,,
654,2011.1434753874241,,
655,2011.889035780297,,
656,2009.9026743672875,,
657,2005.8666157464145,,
658,2004.7758229627232,,
659,2005.5022733270723,,
660,2007.629008002254,,
661,2006.2741541655435,,
662,2004.9902124478936,,
663,2004.5284344906208,,
664,2005.9442846172674,,
665,2005.5448361705144,,
666,2005.6325537582109,,
667,2006.5647591555173,,
668,2008.2805368782174,,
669,2004.627713056878,,
670,2005.240546684586,,
671,2006.818136016943,,
672,2004.0905001704282,,
673,2010.8983185287082,,
674,2006.0735744254769,,
675,2005.9311692026781,,
676,2005.315139941157,,
677,2007.2675114840936,,
678,2006.1822782971315,,
679,2008.8072660894202,,
680,2004.7698732276936,,
681,2005.7327852795356,,
682,2004.7088429641437,,
683,2006.3950419894563,,
684,2007.5458028260048,,
685,2004.2051758183075,,
686,2005.1348637016913,,
687,2005.356423830852,,
688,2005.6037443602918,,
689,2005.125042703338,,
690,2006.2439079285703,,
691,2005.4385012617574,,
692,2006.0424315238588,,
693,2003.8816620918926,,
694,2008.966497491899,,
695,2005.741488900761,,
696,2005.6577888253607,,
697,2005.0947797927038,,
698,2008.3380832039309,,
699,2006.3636904613045,,
700,2005.972247647917,,
701,2011.4861273979423,,
702,2006.2787824061134,,
703,2004.076928374358,,
704,2008.0918032887753,,
705,2007.469881832444,,
706,2005.8176180669639,,
707,2005.0224271493007,,
708,2006.036288976299,,
709,2006.4517254291943,,
710,2003.8978485605264,,
711,2005.3129868830301,,
712,2007.5463098543194,,
713,2009.9279978400994,,
714,2006.2034310775462,,
715,2005.9081364991055,,
716,2006.3325831599345,,
717,2009.050170390323,,
718,2005.0378804576496,,
719,2004.6230227130986,,
720,2010.1894720910548,,
721,2004.1822259976336,,
722,2004.7423372654482,,
723,2005.110166300425,,
724,2006.3738693516727,,
725,2004.3159975302244,,
726,2005.1049751824862,,
727,2008.0669232103473,,
728,2005.0436192763955,,
729,2005.4980695849247,,
730,2012.0236749023118,,
731,2006.1803003830473,,
732,2005.7588756018574,,
733,2005.51975587544,,
734,2005.1973242246258,,
735,2004.8777027013025,,
736,2007.0725757532862,,
737,2007.36289688141,,
738,2005.3437531650816,,
739,2005.1144117980941,,
740,2007.1830126818377,,
741,2006.0967681256523,,
742,2007.6227252391166,,
743,2008.0108074703517,,
744,2005.4916493521766,,
745,2008.8454744634798,,
746,2005.008903691263,,
747,2007.5989842631682,,
748,2006.470787234676,,
749,2007.6275882429375,,
750,2005.2241919434152,,
751,2005.5309154664526,,
752,2009.3922611546895,,
753,2006.2872045434299,,
754,2004.62593994566,,
755,2007.595191309054,,
756,2005.429868141007,,
757,2004.5933457259887,,
758,2010.5377271467999,,
759,2005.6371261301683,,
760,2004.1075937110606,,
761,2006.6977466879825,,
762,2006.382263163907,,
763,2006.0851161508476,,
764,2009.6216725074646,,
765,2006.3377408086942,,
766,2007.0326810601516,,
767,2005.7025433397941,,
768,2005.7107332267049,,
769,2007.6269812311684,,
770,2007.028711822284,,
771,2006.0212181934364,,
772,2006.5722340192851,,
773,2006.6730448446597,,
774,2006.0171193708761,,
775,2004.4479409443302,,
776,2005.8924184570296,,
777,2004.6023752463761,,
778,2004.5444520664935,,
779,2004.1651193236605,,
780,2007.8633532001475,,
781,2004.342050081938,,
782,2005.4026100490566,,
783,2004.6676539945022,,
784,2005.0432969378487,,
785,2007.9557999713404,,
786,2005.1655674513506,,
787,2007.5899927530038,,
788,2006.6331050119622,,
789,2007.8943022409871,,
790,2005.9066921036851,,
791,2006.5794912444037,,
792,2008.5331145676,,
793,2007.7234932968745,,
794,2005.4869199858072,,
795,2006.0490142946132,,
796,2005.2145400382724,,
797,2007.8627158200895,,
798,2005.8079162719575,,
799,2005.6876860686689,,
800,2005.8916563858338,,
801,2004.5805879792524,,
802,2006.0037007653873,,
803,2005.890438066631,,
804,2005.1245498392846,,
805,2006.8058566354418,,
806,2004.625928253761,,
807,2010.3166732338432,,
808,2005.3973669963625,,
809,2006.7924876716356,,
810,2005.0295441127068,,
811,2007.4757001624414,,
812,2005.5275116700614,,
813,2005.200743791282,,
814,2005.7333032111321,,
815,2006.0222571571755,,
816,2004.264742425295,,
817,2006.536055701934,,
818,2004.7415637239928,,
819,2004.9870745636283,,
820,2006.3045826580808,,
821,2006.9801995877726,,
822,2005.1283029052559,,
823,2005.222494040003,,
824,2005.446565045019,,
825,2004.8659849060432,,
826,2006.4996754751833,,
827,2004.7932751500587,,
828,2016.9030301747773,,
829,2006.0630971004066,,
830,2004.192595853269,,
831,2003.5935884666642,,
832,2007.2339538099159,,
833,2004.412027301025,,
834,2004.8092117563383,,
835,2005.0506145705815,,
836,2004.6565843792755,,
837,2006.3996532110227,,
838,2005.5925075441887,,
839,2005.667330236955,,
840,2006.8597196202263,,
841,2005.1281456687104,,
842,2007.2374230425849,,
843,2006.4868937583924,,
844,2006.4072828166788,,
845,2007.4370572102705,,
846,2005.0920073249092,,
847,2009.9566874175264,,
848,2007.1009069013812,,
849,2006.5950687494624,,
850,2003.8347070978589,,
851,2005.9629212879934,,
852,2007.404155536342,,
853,2011.7750334952498,,
854,2009.086406967796,,
855,2014.0626530413892,,
856,2005.3173717565703,,
857,2008.3206263127945,,
858,2007.30480879231,,
859,2006.78399560623,,
860,2005.6444461683825,,
861,2005.2498209562573,,
862,2005.1546769267438,,
863,2006.4945881474007,,
864,2006.5912075554766,,
865,2007.0857901946536,,
866,2005.067002363818,,
867,2006.6864197916793,,
868,2005.5115542771123,,
869,2005.1661576032593,,
870,2006.5904769639471,,
871,2007.7731454447776,,
872,2006.7345898067229,,
873,2006.3990596126966,,
874,2005.8026803149476,,
875,2005.78003997717,,
876,2004.8853154799144,,
877,2005.1518680025783,,
878,2005.1906829837806,,
879,2005.7149802672448,,
880,2005.6356026311973,,
881,2006.2828863318775,,
882,2006.4191413110423,,
883,2005.8632462286805,,
884,2007.3892635782872,,
885,2005.2525843149335,,
886,2006.4035769046704,,
887,2004.1455143544013,,
888,2005.983414625585,,
889,2004.965614101816,,
890,2006.5928988020366,,
891,2005.0076808971005,,
892,2004.9656659851178,,
893,2005.3791530787682,,
894,2010.536473996214,,
895,2005.606334066149,,
896,2006.226320165393,,
897,2005.0026987401084,,
898,2004.2907555307384,,
899,2006.8571017696856,,
900,2005.4825371049735,,
901,2004.6058199518218,,
902,2006.199620234747,,
903,2006.4927112441233,,
904,2005.758241214274,,
905,2006.1406914232498,,
906,2005.0876147784509,,
907,2006.9515153780185,,
908,2004.5283609526803,,
909,2005.5513606516809,,
910,2007.3944640271015,,
911,2007.649958099753,,
912,2007.9694209897204,,
913,2006.087512135165,,
914,2004.978637441874,,
915,2004.8095174889436,,
916,2003.5258050535745,,
917,2007.4277703138546,,
918,2004.7065958324629,,
919,2007.3707916674364,,
920,2005.2211452350944,,
921,2007.7551001872298,,
922,2006.720442628646,,
923,2004.2149699870954,,
924,2006.5628005981605,,
925,2005.9730154974932,,
926,2003.0767396819822,,
927,2006.339251836983,,
928,2004.8127891565255,,
929,2008.468842755153,,
930,2004.14230025002,,
931,2005.8100948277208,,
932,2005.0413456563742,,
933,2005.1033102493889,,
934,2006.9274456247085,,
935,2005.3056012561967,,
936,2006.564887969185,,
937,2006.527198986811,,
938,2005.5608040887487,,
939,2007.6745283001871,,
940,2006.4658039996077,,
941,2008.3858942080806,,
942,2005.146862888464,,
943,2004.925364130482,,
944,2005.521376619296,,
945,2006.449273841265,,
946,2006.2216288471298,,
947,2004.6512150388414,,
948,2007.140538080738,,
949,2006.5457201467152,,
950,2008.9520273189594,,
951,2006.7996087546549,,
952,2005.6556544265356,,
953,2005.3039835090956,,
954,2007.8945490998158,,
955,2004.741000181914,,
956,2005.0295136357158,,
957,2004.349462401489,,
958,2004.92325678418,,
959,2004.1151709880132,,
960,2012.8103609686725,,
961,2005.951963143793,,
962,2005.8268174470381,,
963,2007.5467470943515,,
964,2008.7043813891758,,
965,2006.4003505760725,,
966,2004.9397547123513,,
967,2007.1115929671018,,
968,2004.3869440024532,,
969,2005.770907095026,,
970,2007.1554305304571,,
971,2004.9533283706357,,
972,2006.2745682055834,,
973,2007.562411604535,,
974,2004.6826281783324,,
975,2005.5392827139467,,
976,2006.5725818528522,,
977,2005.9614497670614,,
978,2006.4001304442281,,
979,2004.452063811929,,
980,2004.9898596930225,,
981,2006.216261496098,,
982,2007.0061149864666,,
983,2005.6151159040571,,
984,2006.0739656909316,,
985,2010.0293915151774,,
986,2006.1968210245454,,
987,2012.3965497557463,,
988,2005.7610337523013,,
989,2007.203643192939,,
990,2005.8716737078335,,
991,2006.2327672202116,,
992,2006.967425177338,,
993,2006.9535717712147,,
994,2006.3044170540102,,
995,2005.6124556640625,,
996,2008.3586714341188,,
997,2005.7289260950415,,
998,2004.3388732376784,,
999,2003.6404753225286,,
1000,2005.522440667024,,
summary,2006.053,2004.1309402438903,2011.650149837682
