year,organism,applied_share,ci_lower,ci_upper
1997,non_specific,0.7794839869959189,0.7730476585737013,0.786262710105831
1997,other_crop,0.7404153354632588,0.7228334664536742,0.7575978434504792
1997,other_model_organism,0.7044334975369458,0.6451970443349754,0.7635467980295566
1997,potato,0.8973384030418251,0.8593155893536122,0.9315589353612167
1997,rice,0.7682926829268293,0.7370934959349593,0.7981029810298103
1997,soybean,0.6914414414414415,0.6441441441441441,0.7364864864864865
1997,tobacco,0.8478260869565217,0.8152173913043478,0.8804347826086957
1997,tomato,0.7745098039215687,0.7352941176470589,0.8161764705882353
1997,wheat,0.7482352941176471,0.7176470588235294,0.7764705882352941
1998,arabidopsis,0.9076655052264808,0.8850174216027874,0.9286149825783973
1998,barley,0.7113821138211383,0.6584349593495935,0.7683943089430894
1998,cotton,0.7301587301587301,0.6746031746031746,0.781845238095238
1998,maize,0.7542735042735043,0.7254273504273504,0.780982905982906
1998,non_specific,0.8188735015600197,0.8136173299031145,0.8244033608845586
1998,other_crop,0.7508342602892102,0.7337782721542454,0.7682703003337041
1998,other_model_organism,0.6851851851851852,0.625,0.7453703703703703
1998,potato,0.8421052631578947,0.8,0.8842105263157894
1998,rice,0.816969696969697,0.7890909090909091,0.8436363636363636
1998,soybean,0.6879699248120301,0.650375939849624,0.7236842105263158
1998,tobacco,0.8368121442125237,0.8064516129032258,0.8671726755218216
1998,tomato,0.8109243697478992,0.773109243697479,0.8466386554621849
1998,wheat,0.72,0.6896666666666667,0.7503030303030302
1999,arabidopsis,0.9114139693356048,0.8875638841567292,0.9335604770017035
1999,barley,0.7148148148148148,0.662962962962963,0.7666666666666667
1999,cotton,0.7307692307692307,0.6748251748251748,0.7797202797202797
1999,maize,0.7647628267182962,0.7376573088092934,0.7918683446272992
1999,non_specific,0.7798300483890004,0.7732783547739879,0.7860262008733624
1999,other_crop,0.7520661157024794,0.7358729338842975,0.7682592975206611
1999,other_model_organism,0.6764705882352942,0.6176470588235294,0.7352941176470589
1999,potato,0.7885304659498208,0.7383512544802867,0.8387096774193549
1999,rice,0.7981330221703618,0.7712952158693116,0.823803967327888
1999,soybean,0.7023346303501945,0.6634241245136187,0.7392996108949417
1999,tobacco,0.8143607705779334,0.7828371278458844,0.8458844133099825
1999,tomato,0.8090349075975359,0.7720225872689939,0.8418891170431212
1999,wheat,0.7442748091603053,0.7185114503816794,0.7709923664122137
2000,arabidopsis,0.9259723964868256,0.9083751568381431,0.9435382685069009
2000,barley,0.7617328519855595,0.7147111913357401,0.8086642599277978
2000,cotton,0.7297921478060047,0.688163972286374,0.7713625866050808
2000,maize,0.7168,0.69278,0.7408
2000,non_specific,0.7718869577244019,0.7662152505647504,0.7776508690240193
2000,other_crop,0.7599291677207184,0.7465216291424235,0.7720844927902858
2000,other_model_organism,0.6798941798941799,0.6322751322751323,0.7275132275132276
2000,potato,0.8571428571428571,0.8214285714285714,0.8929258241758241
2000,rice,0.7831513260530422,0.7589508580343214,0.8057722308892356
2000,soybean,0.7053701015965167,0.6719521044992743,0.7387518142235123
2000,tobacco,0.8261648745519713,0.7939068100358423,0.8566308243727598
2000,tomato,0.8237179487179487,0.7932692307692307,0.8525641025641025
2000,wheat,0.7329192546583851,0.7108350586611456,0.756383712905452
2001,arabidopsis,0.9158469945355192,0.89724043715847,0.9333333333333333
2001,barley,0.724025974025974,0.6785714285714286,0.7727272727272727
2001,cotton,0.7124463519313304,0.6716738197424893,0.75112660944206
2001,maize,0.7362401715511079,0.7140814867762688,0.7598284488920658
2001,non_specific,0.7798783423044944,0.7742308870508949,0.7853923241871252
2001,other_crop,0.7447425670775925,0.7314418660865362,0.7587684312303601
2001,other_model_organism,0.6726804123711341,0.6236469072164949,0.7190721649484536
2001,potato,0.8252427184466019,0.7888349514563107,0.8592233009708737
2001,rice,0.7838323353293413,0.7658682634730539,0.8036077844311378
2001,soybean,0.7086007702182285,0.675224646983312,0.7394094993581515
2001,tobacco,0.809106830122592,0.7775831873905429,0.840630472854641
2001,tomato,0.8300536672629696,0.7978533094812165,0.8604651162790697
2001,wheat,0.7293187347931873,0.7074209245742092,0.7506234793187349
2002,arabidopsis,0.9190600522193212,0.9033724978241949,0.9347258485639687
2002,barley,0.6976744186046512,0.6482558139534884,0.747093023255814
2002,cotton,0.7990762124711316,0.7621247113163973,0.8383949191685911
2002,maize,0.736518771331058,0.7146757679180887,0.7583788395904437
2002,non_specific,0.7837202589583935,0.7787287122180528,0.7886705702857615
2002,other_crop,0.7575117370892018,0.7450704225352113,0.7701877934272301
2002,other_model_organism,0.6703601108033241,0.6204986149584487,0.7174515235457064
2002,potato,0.8281938325991189,0.7929515418502202,0.8612334801762115
2002,rice,0.7926015767131595,0.7731958762886598,0.8120072771376592
2002,soybean,0.678237650200267,0.6448598130841121,0.7076435246995995
2002,tobacco,0.8309278350515464,0.797938144329897,0.8639175257731959
2002,tomato,0.8146551724137931,0.7859195402298851,0.8405172413793104
2002,wheat,0.7322303921568627,0.7126225490196079,0.7530637254901961
2003,arabidopsis,0.9269709543568464,0.9112033195020747,0.9410788381742738
2003,barley,0.7303664921465969,0.6884816753926701,0.774869109947644
2003,cotton,0.7215686274509804,0.6823039215686275,0.7588235294117647
2003,maize,0.7632069608452455,0.7439092604101926,0.7843380981976383
2003,non_specific,0.7930224017627616,0.788245501285347,0.7979829232464194
2003,other_crop,0.7693650447305258,0.7567041239362863,0.7815841152083788
2003,other_model_organism,0.6556291390728477,0.6114790286975718,0.6975717439293598
2003,potato,0.8454935622317596,0.8111587982832618,0.8776824034334764
2003,rice,0.7652075042637863,0.7464468447981808,0.7845366685616828
2003,soybean,0.6741854636591479,0.6415726817042606,0.706766917293233
2003,tobacco,0.8340425531914893,0.8,0.8680851063829788
2003,tomato,0.8071519795657727,0.7803320561941252,0.8339719029374202
2003,wheat,0.7186963979416809,0.696969696969697,0.7392938822184105
2004,arabidopsis,0.9365853658536586,0.9240418118466899,0.9477351916376306
2004,barley,0.7518248175182481,0.7128953771289538,0.7908150851581508
2004,cotton,0.7793904208998549,0.7474600870827286,0.8098693759071117
2004,maize,0.7278669043374926,0.7058674985145574,0.7474747474747475
2004,non_specific,0.7965407517091458,0.792382092561671,0.8009207334362497
2004,other_crop,0.7684046084749072,0.7564928724858426,0.7791446983011131
2004,other_model_organism,0.6780684104627767,0.6338028169014085,0.7183098591549296
2004,potato,0.8178053830227743,0.782608695652174,0.8530020703933747
2004,rice,0.7860824742268041,0.7675257731958763,0.8031056701030928
2004,soybean,0.7244785949506037,0.6959385290889133,0.75192096597146
2004,tobacco,0.8,0.7669902912621359,0.8349514563106796
2004,tomato,0.844047619047619,0.819047619047619,0.8678571428571429
2004,wheat,0.7375,0.7171875,0.7572916666666667
2005,arabidopsis,0.9420671494404214,0.9308755760368663,0.953275181040158
2005,barley,0.7293447293447294,0.6780626780626781,0.7749287749287749
2005,cotton,0.7934426229508197,0.760655737704918,0.8262295081967214
2005,maize,0.7389705882352942,0.720063025210084,0.7584164915966386
2005,non_specific,0.7849996949917648,0.7805770755810407,0.7894840785701214
2005,other_crop,0.7719298245614035,0.7616354588394062,0.7828989541160595
2005,other_model_organism,0.7170474516695958,0.6783831282952548,0.7539543057996485
2005,potato,0.8270944741532977,0.7950089126559715,0.8591800356506238
2005,rice,0.782608695652174,0.766234221598878,0.7985039738195419
2005,soybean,0.7081447963800905,0.6787330316742082,0.7364253393665159
2005,tobacco,0.8297491039426523,0.7974910394265233,0.8602150537634409
2005,tomato,0.8333333333333334,0.8109756097560976,0.8556910569105691
2005,wheat,0.7542754275427542,0.7349234923492349,0.770927092709271
2006,arabidopsis,0.9363532110091743,0.9243119266055045,0.9478211009174312
2006,barley,0.714987714987715,0.6732186732186732,0.7567567567567568
2006,cotton,0.7332339791356185,0.698919523099851,0.7660581222056632
2006,maize,0.7514506769825918,0.7316247582205029,0.7712765957446809
2006,non_specific,0.7847810829779194,0.780542433731037,0.7885068563407656
2006,other_crop,0.7620886760389309,0.7511123126834544,0.772443225706782
2006,other_model_organism,0.7213375796178344,0.6847133757961783,0.7547770700636943
2006,potato,0.852994555353902,0.8239564428312159,0.8820326678765881
2006,rice,0.7764705882352941,0.7600840336134453,0.7936974789915966
2006,soybean,0.7196738022426096,0.6921508664627931,0.746177370030581
2006,tobacco,0.8125960061443932,0.7833717357910907,0.8417818740399385
2006,tomato,0.8037848605577689,0.7788844621513944,0.8266932270916335
2006,wheat,0.7194589877835951,0.7006980802792321,0.7382198952879581
2007,arabidopsis,0.9358178053830228,0.9244306418219461,0.9461827122153209
2007,barley,0.7408207343412527,0.6997300215982721,0.7775377969762419
2007,cotton,0.7180500658761528,0.6877140974967062,0.7523056653491436
2007,maize,0.7254986990459671,0.707274501300954,0.7424219427580225
2007,non_specific,0.7889195227456386,0.7848546608356706,0.7928655464182155
2007,other_crop,0.7620781403164822,0.7521355552443635,0.771184007842039
2007,other_model_organism,0.7133243606998654,0.6810228802153432,0.7442799461641992
2007,potato,0.8566929133858268,0.8283464566929134,0.8834645669291339
2007,rice,0.7819465081723626,0.7663354383358099,0.7982912332838039
2007,soybean,0.7278008298755186,0.7020746887966804,0.7518672199170124
2007,tobacco,0.8112676056338028,0.7816901408450704,0.8408450704225352
2007,tomato,0.8043478260869565,0.7834782608695652,0.8252391304347826
2007,wheat,0.7458366375892149,0.7275971451229183,0.7616970658207771
2008,arabidopsis,0.930863081789426,0.9213737008585631,0.9421599638499774
2008,barley,0.7620889748549323,0.723404255319149,0.7969052224371374
2008,cotton,0.7723112128146453,0.7425629290617849,0.799799771167048
2008,maize,0.7125154894671624,0.693091697645601,0.7306897976042958
2008,non_specific,0.798337726383811,0.7945109897117592,0.8018875945922965
2008,other_crop,0.7640876282132455,0.7548404457388882,0.7734614410535646
2008,other_model_organism,0.6721991701244814,0.6348547717842323,0.706777316735823
2008,potato,0.8579626972740315,0.8335724533715926,0.8823888091822094
2008,rice,0.7678321678321678,0.7520979020979021,0.782534965034965
2008,soybean,0.7321167883211679,0.709470802919708,0.7532846715328467
2008,tobacco,0.775,0.7444444444444445,0.8041666666666667
2008,tomato,0.8120362737015664,0.7914262159934048,0.8334707337180544
2008,wheat,0.764747191011236,0.7499912219101124,0.7801966292134831
2009,arabidopsis,0.9429469901168014,0.9335017969451931,0.9523809523809523
2009,barley,0.7495682210708118,0.7132987910189983,0.7858376511226253
2009,cotton,0.7235294117647059,0.691764705882353,0.7517647058823529
2009,maize,0.7122427624694803,0.6965294733170562,0.7286362050924311
2009,non_specific,0.7942696823536194,0.7909635081381271,0.7976138088741137
2009,other_crop,0.7531212680490718,0.7436760395179677,0.7613749864292694
2009,other_model_organism,0.6904761904761905,0.6606845238095238,0.7226190476190476
2009,potato,0.8306451612903226,0.8024193548387096,0.8575268817204301
2009,rice,0.771260086902545,0.7566728739913098,0.7858550589695841
2009,soybean,0.7230113636363636,0.7002840909090909,0.7443359374999999
2009,tobacco,0.7937106918238994,0.7660377358490567,0.8213836477987422
2009,tomato,0.810578984989278,0.7869907076483202,0.8327376697641172
2009,wheat,0.7269659129260885,0.7107661154235572,0.7438407019912251
2010,arabidopsis,0.9255756578947368,0.9148848684210527,0.936266447368421
2010,barley,0.7783985102420856,0.7430167597765364,0.8101024208566108
2010,cotton,0.7106986899563319,0.6823144104803494,0.7412663755458515
2010,maize,0.7059217129474741,0.6905319504851121,0.7213198394111743
2010,non_specific,0.7917215126827707,0.788448094916219,0.7948886477640613
2010,other_crop,0.7595940067665539,0.7512808119864669,0.7676196230062832
2010,other_model_organism,0.7211764705882353,0.6905882352941176,0.7494117647058823
2010,potato,0.8415584415584415,0.8155519480519481,0.8688636363636364
2010,rice,0.7734466588511137,0.7596644196951934,0.7875146541617819
2010,soybean,0.7099871959026889,0.6901248399487836,0.7330345710627401
2010,tobacco,0.7908878504672897,0.764018691588785,0.8142523364485982
2010,tomato,0.8119361554476058,0.7931991672449688,0.8306904927133935
2010,wheat,0.7335190343546889,0.7183534509439802,0.7493036211699164
2011,arabidopsis,0.9307609087630724,0.9213847818247386,0.9397854309412188
2011,barley,0.7368421052631579,0.6994906621392191,0.7725382003395584
2011,cotton,0.7459807073954984,0.7170418006430869,0.7728027867095391
2011,maize,0.7151496824916843,0.6991230722709404,0.7302691260961597
2011,non_specific,0.798337241526327,0.7951720151517636,0.801420477838086
2011,other_crop,0.7669250163413951,0.7587052946120085,0.7748692688392941
2011,other_model_organism,0.7407407407407407,0.7137137137137137,0.7687937937937938
2011,potato,0.8631961259079903,0.8389830508474576,0.8850181598062954
2011,rice,0.793839502837071,0.781410429613618,0.8073493650364766
2011,soybean,0.733132530120482,0.7120331325301205,0.7536144578313253
2011,tobacco,0.7966101694915254,0.772219279661017,0.8220338983050848
2011,tomato,0.8159658744667886,0.7946374162096282,0.8330286410725167
2011,wheat,0.7510891664246296,0.7356956142898635,0.7659163520185884
2012,arabidopsis,0.9505420054200542,0.9427506775067751,0.9580030487804878
2012,barley,0.745839636913767,0.7125567322239031,0.7806354009077155
2012,cotton,0.7228661749209695,0.6964963119072709,0.7523709167544784
2012,maize,0.7048620983793006,0.690922661359113,0.7199317600227466
2012,non_specific,0.801383264321791,0.7983497899318985,0.8041441052008919
2012,other_crop,0.7637916310845432,0.7566161400512382,0.7715627668659265
2012,other_model_organism,0.6965853658536585,0.6692682926829269,0.7239024390243902
2012,potato,0.8694714131607335,0.8489751887810141,0.8910463861920173
2012,rice,0.780523611450942,0.7673109860533398,0.7925128456080255
2012,soybean,0.7446682464454977,0.725103672985782,0.7648104265402843
2012,tobacco,0.8022705771050141,0.7776726584673604,0.825922421948912
2012,tomato,0.8199320498301246,0.8012457531143827,0.8375
2012,wheat,0.7410691003911343,0.7277640156453716,0.7548956975228162
2013,arabidopsis,0.9424352019288728,0.9348930078360458,0.9502712477396021
2013,barley,0.7107692307692308,0.6753846153846154,0.7430769230769231
2013,cotton,0.7407766990291262,0.7145631067961165,0.7679854368932039
2013,maize,0.7003032809484422,0.6845878136200717,0.7154811138682106
2013,non_specific,0.79536482490506,0.7924670899566203,0.798592410801399
2013,other_crop,0.7595606183889341,0.7517493897477624,0.7668022782750203
2013,other_model_organism,0.6999050332383666,0.671415004748338,0.7274691358024691
2013,potato,0.872173058013766,0.8505408062930186,0.8928220255653884
2013,rice,0.7933631442692398,0.7808837373499646,0.8051306189691693
2013,soybean,0.7436974789915967,0.7232743097238895,0.7641206482593037
2013,tobacco,0.8286573146292585,0.8056112224448898,0.8507014028056112
2013,tomato,0.8234323432343235,0.8047304730473047,0.8410478547854785
2013,wheat,0.744286439817166,0.7300660233621128,0.7582529202640934
2014,arabidopsis,0.9375404530744336,0.9288025889967637,0.9459546925566343
2014,barley,0.7719821162444114,0.7406855439642325,0.8032786885245902
2014,cotton,0.7513631406761178,0.7241003271537623,0.7808069792802618
2014,maize,0.6935399159663865,0.6801470588235294,0.7082457983193278
2014,non_specific,0.8084042868640657,0.8055093122096554,0.8112290139930246
2014,other_crop,0.7646378153205277,0.7576178353776132,0.7717387950320143
2014,other_model_organism,0.7159498207885304,0.6899641577060932,0.7437275985663082
2014,potato,0.8356854838709677,0.813508064516129,0.8598790322580645
2014,rice,0.7821503865073788,0.7692609510423988,0.7945654720074959
2014,soybean,0.7276330690826727,0.7078001132502831,0.7480181200453001
2014,tobacco,0.834841628959276,0.8065328054298643,0.8597567873303168
2014,tomato,0.8351293103448276,0.8173491379310345,0.8523706896551724
2014,wheat,0.7663739021329987,0.75331869510665,0.7801819322459222
2015,arabidopsis,0.9372239747634068,0.928391167192429,0.9457413249211356
2015,barley,0.7734584450402144,0.7412868632707775,0.8042895442359249
2015,cotton,0.796400449943757,0.7694038245219348,0.8211473565804275
2015,maize,0.7344497607655502,0.7211523125996809,0.7493354598617756
2015,non_specific,0.819860035135213,0.8170945770814734,0.8228702877055555
2015,other_crop,0.7864810205351587,0.7790875855631612,0.7933280180460485
2015,other_model_organism,0.7520143240823635,0.7269247985675917,0.7770814682184423
2015,potato,0.8842887473460722,0.8630573248407644,0.9044585987261147
2015,rice,0.8119858989424207,0.799994124559342,0.8237426556991774
2015,soybean,0.769656699889258,0.7497231450719822,0.7884828349944629
2015,tobacco,0.8724226804123711,0.8466172680412372,0.8956507731958763
2015,tomato,0.8242329693187728,0.8081123244929798,0.8408736349453978
2015,wheat,0.7866437515344955,0.7746133071446109,0.8001473115639578
2016,arabidopsis,0.9403565640194488,0.9319286871961102,0.9487844408427877
2016,barley,0.7871428571428571,0.7542857142857143,0.8171428571428572
2016,cotton,0.8220720720720721,0.793918918918919,0.8457207207207207
2016,maize,0.768503511615343,0.755537547271745,0.7817396002160995
2016,non_specific,0.842100814290947,0.8394938153334648,0.8447919895184695
2016,other_crop,0.8102108768035516,0.802356356185435,0.8172159139417741
2016,other_model_organism,0.7581120943952803,0.7305555555555556,0.7846607669616519
2016,potato,0.8888888888888888,0.8664169787765293,0.9113607990012484
2016,rice,0.8247506066325155,0.8126179563224589,0.83715961175519
2016,soybean,0.7982673267326733,0.7784653465346535,0.8168316831683168
2016,tobacco,0.9122203098106711,0.8898450946643718,0.9345955249569707
2016,tomato,0.8744769874476988,0.8589210998206814,0.8906156604901375
2016,wheat,0.7970728961441036,0.7835631860399662,0.8097452856740782
2017,arabidopsis,0.9442961974649766,0.9359573048699132,0.9523015343562375
2017,barley,0.7819548872180451,0.7473684210526316,0.8150375939849624
2017,cotton,0.8247619047619048,0.8019047619047619,0.8476428571428571
2017,maize,0.7608993693446668,0.7471826158486428,0.774341924869756
2017,non_specific,0.8421850378929991,0.8393032940646807,0.8449167104374578
2017,other_crop,0.8200596921143575,0.8132991674520893,0.826659205152372
2017,other_model_organism,0.7617065556711758,0.7325702393340271,0.7898022892819979
2017,potato,0.872791519434629,0.8480565371024735,0.8939929328621908
2017,rice,0.8215962441314554,0.8097356066221892,0.833463059056091
2017,soybean,0.7984944991314418,0.7805298204979734,0.8170237405906196
2017,tobacco,0.9389179755671904,0.9162303664921466,0.956413612565445
2017,tomato,0.8681015452538632,0.8520971302428256,0.8841059602649006
2017,wheat,0.8046218487394958,0.7928046218487395,0.8169708508403362
2018,arabidopsis,0.9449934123847168,0.9367588932806324,0.953227931488801
2018,barley,0.8094575799721836,0.780250347705146,0.8386995827538247
2018,cotton,0.7984790874524715,0.7756416349809886,0.8231939163498099
2018,maize,0.7580527972874788,0.7457011382901428,0.7713732138532332
2018,non_specific,0.856587436940214,0.8541422676477954,0.859020978186979
2018,other_crop,0.8063573999864158,0.8004465801806696,0.8126061264687904
2018,other_model_organism,0.7533818938605619,0.7273413111342352,0.7814776274713839
2018,potato,0.8618290258449304,0.8379721669980119,0.8817097415506958
2018,rice,0.8120654396728016,0.801840490797546,0.8233128834355828
2018,soybean,0.7727272727272727,0.7546309872922776,0.7898338220918866
2018,tobacco,0.9373996789727128,0.9181380417335474,0.956661316211878
2018,tomato,0.8642210576464984,0.8475464506908051,0.8770843258694616
2018,wheat,0.8093063709502065,0.7988638834529245,0.8203957382039574
2019,arabidopsis,0.9486725663716814,0.9412979351032449,0.956047197640118
2019,barley,0.8453488372093023,0.8220930232558139,0.8686046511627907
2019,cotton,0.8189116859946476,0.7956958073148974,0.83942908117752
2019,maize,0.7563903089575461,0.7439430984663259,0.7701767059346522
2019,non_specific,0.8493052835318786,0.8470005069241228,0.8515406460978363
2019,other_crop,0.8205924510272337,0.8147978380315337,0.8263288342092691
2019,other_model_organism,0.7877394636015326,0.7655172413793103,0.8099616858237548
2019,potato,0.8851224105461394,0.8653483992467044,0.9049199623352165
2019,rice,0.8263769773203735,0.815704211930627,0.835720411663808
2019,soybean,0.8048886948930598,0.7883020515058926,0.8210497599301615
2019,tobacco,0.9063004846526656,0.8836833602584814,0.9273021001615509
2019,tomato,0.8689567430025446,0.8541136556403732,0.8816793893129771
2019,wheat,0.8179950698438784,0.8077239112571898,0.8288824979457683
2020,arabidopsis,0.9530946433527616,0.945871495975576,0.9597557590896475
2020,barley,0.827033218785796,0.8018327605956472,0.852233676975945
2020,cotton,0.8327024981074943,0.8122634367903103,0.8516464799394398
2020,maize,0.7709574890742948,0.7596344854986095,0.7820818434644418
2020,non_specific,0.839549751379706,0.8374184470793946,0.8418337795748866
2020,other_crop,0.8076062639821029,0.8017309843400447,0.8131991051454138
2020,other_model_organism,0.7776777677767777,0.7533753375337534,0.8001800180018002
2020,potato,0.8809332260659695,0.8632341110217217,0.8986323411102172
2020,rice,0.8330837077716758,0.8237643534697953,0.8424030620735563
2020,soybean,0.8005756578947368,0.7845291940789474,0.8153885690789473
2020,tobacco,0.9053254437869822,0.8846153846153846,0.9275147928994083
2020,tomato,0.8916761687571265,0.8798935765868491,0.9045990117825922
2020,wheat,0.8389261744966443,0.8290356764394207,0.8474037442599788
2021,arabidopsis,0.9540197461212976,0.9475317348377997,0.959950634696756
2021,barley,0.8341658341658341,0.8121878121878122,0.8561688311688311
2021,cotton,0.8409266409266409,0.8239189189189189,0.861003861003861
2021,maize,0.7858974358974359,0.7739209401709402,0.7968002136752136
2021,non_specific,0.8303653721425076,0.8278725692113378,0.8329489207241446
2021,other_crop,0.828951784315919,0.8233023828168698,0.8344893164783533
2021,other_model_organism,0.7671589921807124,0.7436794092093831,0.7897697654213728
2021,potato,0.8991262907069102,0.8824463860206513,0.9150317712470214
2021,rice,0.8606880027383194,0.8517841862057162,0.8690783843915797
