organism,macro_theme_id,decade,count,enrichment
other_model_organism,15,1990s,0,-4.0
other_model_organism,16,1990s,0,-4.0
other_model_organism,17,1990s,0,-4.0
other_model_organism,19,1990s,0,-4.0
other_model_organism,22,1990s,0,-4.0
other_model_organism,25,1990s,0,-4.0
other_model_organism,26,1990s,0,-4.0
other_model_organism,27,1990s,0,-4.0
other_model_organism,28,1990s,0,-4.0
other_model_organism,16,2000s,10,1.6739717967012135
other_model_organism,10,2000s,35,1.286046143039611
other_model_organism,1,2000s,139,0.8991917956723543
other_model_organism,26,2000s,1,0.777349536546522
other_model_organism,7,2000s,1,0.5315931221445638
other_model_organism,14,2000s,14,0.5229282610174363
other_model_organism,11,2000s,1,0.3367769451605407
other_model_organism,0,2000s,1674,0.05740029500976532
other_model_organism,27,2000s,8,0.04709776710883564
other_model_organism,3,2000s,8,-0.2905841396185639
other_model_organism,12,2000s,1,-0.527995674145236
other_model_organism,24,2000s,45,-0.7168831879990605
other_model_organism,21,2000s,3,-1.2881243009307595
other_model_organism,4,2000s,8,-1.3179721280470105
other_model_organism,2,2000s,2,-1.439881179674147
other_model_organism,29,2000s,4,-2.6923504175446022
other_model_organism,5,2000s,0,-4.0
other_model_organism,6,2000s,0,-4.0
other_model_organism,8,2000s,0,-4.0
other_model_organism,9,2000s,0,-4.0
other_model_organism,15,2000s,0,-4.0
other_model_organism,17,2000s,0,-4.0
other_model_organism,19,2000s,0,-4.0
other_model_organism,20,2000s,3,-4.0
other_model_organism,22,2000s,0,-4.0
other_model_organism,23,2000s,0,-4.0
other_model_organism,25,2000s,0,-4.0
other_model_organism,28,2000s,0,-4.0
other_model_organism,26,2010s,2,2.011760129368503
other_model_organism,11,2010s,2,1.882477112423536
other_model_organism,1,2010s,195,1.8338423371726595
other_model_organism,12,2010s,5,1.5523285107312053
other_model_organism,27,2010s,7,1.4792650485414818
other_model_organism,7,2010s,5,1.1839411047511825
other_model_organism,16,2010s,5,1.100068547496163
other_model_organism,9,2010s,1,0.7263579105062542
other_model_organism,10,2010s,37,0.568368521995473
other_model_organism,2,2010s,4,0.5159051024813315
other_model_organism,14,2010s,81,0.07883456896704023
other_model_organism,0,2010s,3341,0.06007331514843248
other_model_organism,24,2010s,109,0.0336400864441238
other_model_organism,4,2010s,27,-0.6848210814153871
other_model_organism,17,2010s,1,-0.7229494908573358
other_model_organism,6,2010s,4,-0.734754191769961
other_model_organism,29,2010s,2,-3.7968019005890223
other_model_organism,3,2010s,0,-4.0
other_model_organism,5,2010s,0,-4.0
other_model_organism,8,2010s,0,-4.0
other_model_organism,15,2010s,0,-4.0
other_model_organism,18,2010s,0,-4.0
other_model_organism,19,2010s,0,-4.0
other_model_organism,20,2010s,12,-4.0
other_model_organism,21,2010s,0,-4.0
other_model_organism,22,2010s,0,-4.0
other_model_organism,23,2010s,0,-4.0
other_model_organism,25,2010s,0,-4.0
other_model_organism,28,2010s,0,-4.0
other_model_organism,26,2020s,43,2.8688682403661074
other_model_organism,1,2020s,73,2.4054755402616514
other_model_organism,16,2020s,2,1.4899980117348866
other_model_organism,27,2020s,2,1.0804775174236088
other_model_organism,10,2020s,13,0.5692247028854618
other_model_organism,7,2020s,3,0.4609250875385728
other_model_organism,0,2020s,1467,0.13703391688084438
other_model_organism,14,2020s,37,-0.36630903117799873
other_model_organism,24,2020s,11,-0.42335237350922017
other_model_organism,2,2020s,1,-0.9236622129373154
other_model_organism,21,2020s,1,-1.7665978336602814
other_model_organism,6,2020s,1,-1.7917285489839636
other_model_organism,4,2020s,12,-3.7072999784656693
other_model_organism,3,2020s,0,-4.0
other_model_organism,5,2020s,0,-4.0
other_model_organism,8,2020s,0,-4.0
other_model_organism,9,2020s,0,-4.0
other_model_organism,11,2020s,0,-4.0
other_model_organism,12,2020s,0,-4.0
other_model_organism,13,2020s,0,-4.0
other_model_organism,17,2020s,0,-4.0
other_model_organism,18,2020s,0,-4.0
other_model_organism,19,2020s,0,-4.0
other_model_organism,20,2020s,3,-4.0
other_model_organism,23,2020s,0,-4.0
other_model_organism,25,2020s,0,-4.0
other_model_organism,28,2020s,0,-4.0
other_model_organism,29,2020s,0,-4.0
potato,22,1990s,2,1.7955948790218421
potato,1,1990s,309,1.7919362187936916
potato,28,1990s,2,0.35853107341299906
potato,2,1990s,13,0.2341566603617187
potato,6,1990s,26,0.1026606419012983
potato,10,1990s,9,-0.0768550712576471
potato,3,1990s,19,-0.08322178521300584
potato,8,1990s,1,-0.13623361833657868
potato,14,1990s,1,-0.22643142730815674
potato,24,1990s,19,-0.23731974345089307
potato,0,1990s,450,-0.4269877752719466
potato,4,1990s,6,-1.7499933833651697
potato,29,1990s,2,-1.757576554784234
potato,5,1990s,0,-4.0
potato,7,1990s,0,-4.0
potato,11,1990s,0,-4.0
potato,12,1990s,0,-4.0
potato,15,1990s,0,-4.0
potato,16,1990s,0,-4.0
potato,17,1990s,0,-4.0
potato,19,1990s,0,-4.0
potato,20,1990s,0,-4.0
potato,21,1990s,0,-4.0
potato,25,1990s,0,-4.0
potato,26,1990s,0,-4.0
potato,27,1990s,0,-4.0
potato,28,2000s,1,2.192927748465634
potato,27,2000s,31,2.0949441945274603
potato,7,2000s,2,1.6252432391763134
potato,1,2000s,214,1.6153678263817433
potato,17,2000s,2,1.258815684122091
potato,14,2000s,9,-0.020851542566106093
potato,0,2000s,1478,-0.028602846362678083
potato,24,2000s,67,-0.04899697683921345
potato,2,2000s,4,-0.34623106264239745
potato,10,2000s,9,-0.5796617554312936
potato,15,2000s,1,-0.6435735192514868
potato,3,2000s,4,-1.1969340225868144
potato,6,2000s,4,-1.401663453453299
potato,29,2000s,4,-2.598700300512853
potato,4,2000s,3,-2.639359510294105
potato,21,2000s,1,-2.779436684620166
potato,5,2000s,0,-4.0
potato,8,2000s,0,-4.0
potato,9,2000s,0,-4.0
potato,11,2000s,0,-4.0
potato,12,2000s,0,-4.0
potato,16,2000s,0,-4.0
potato,19,2000s,0,-4.0
potato,20,2000s,0,-4.0
potato,22,2000s,0,-4.0
potato,23,2000s,0,-4.0
potato,25,2000s,0,-4.0
potato,26,2000s,0,-4.0
potato,1,2010s,200,2.0565870219807363
potato,27,2010s,8,1.8581289352668406
potato,14,2010s,105,0.6394488925315012
potato,17,2010s,2,0.46326931792562726
potato,3,2010s,4,0.22356434834593827
potato,0,2010s,2943,0.0632996835368201
potato,7,2010s,2,0.048231818646783595
potato,24,2010s,83,-0.17328599820291474
potato,2,2010s,2,-0.2978760887357056
potato,6,2010s,3,-0.9635728822658419
potato,4,2010s,10,-1.9315616799085302
potato,29,2010s,6,-2.0256205910849028
potato,21,2010s,2,-2.127326516938217
potato,10,2010s,5,-2.1329379399631514
potato,5,2010s,0,-4.0
potato,8,2010s,0,-4.0
potato,9,2010s,0,-4.0
potato,11,2010s,0,-4.0
potato,12,2010s,0,-4.0
potato,15,2010s,0,-4.0
potato,16,2010s,0,-4.0
potato,18,2010s,0,-4.0
potato,19,2010s,0,-4.0
potato,20,2010s,0,-4.0
potato,22,2010s,0,-4.0
potato,23,2010s,0,-4.0
potato,25,2010s,0,-4.0
potato,26,2010s,0,-4.0
potato,28,2010s,0,-4.0
potato,27,2020s,6,2.329918536481647
potato,1,2020s,75,2.1089481902143965
potato,23,2020s,2,1.7955821088304584
potato,14,2020s,130,1.111083934558388
potato,16,2020s,1,0.15447653007176843
potato,0,2020s,1864,0.1470454241986166
potato,7,2020s,3,0.12540360587545482
potato,26,2020s,4,-0.8929179959991084
potato,24,2020s,10,-0.8963773789222729
potato,6,2020s,2,-1.1272500306470818
potato,9,2020s,1,-2.06476590084103
potato,21,2020s,1,-2.1021193153234
potato,10,2020s,2,-2.4667364969187484
potato,2,2020s,0,-4.0
potato,3,2020s,0,-4.0
potato,4,2020s,5,-4.0
potato,5,2020s,0,-4.0
potato,8,2020s,0,-4.0
potato,11,2020s,0,-4.0
potato,12,2020s,0,-4.0
potato,13,2020s,0,-4.0
potato,17,2020s,0,-4.0
potato,18,2020s,0,-4.0
potato,19,2020s,0,-4.0
potato,20,2020s,0,-4.0
potato,25,2020s,0,-4.0
potato,28,2020s,0,-4.0
potato,29,2020s,0,-4.0
rice,5,1990s,1180,4.0
rice,24,1990s,325,2.0557783042119424
rice,19,1990s,1,0.4297298445197442
rice,22,1990s,2,-0.007675467787554032
rice,6,1990s,56,-0.5936945009915859
rice,1,1990s,195,-0.6754668421704683
rice,0,1990s,1187,-0.830935093656473
rice,28,1990s,3,-0.8597767726752407
rice,3,1990s,29,-1.276438650338415
rice,10,1990s,10,-1.7281223246219932
rice,14,1990s,1,-2.029701774117553
rice,4,1990s,6,-3.553263730174566
rice,2,1990s,3,-3.6845909038676132
rice,7,1990s,0,-4.0
rice,8,1990s,0,-4.0
rice,11,1990s,0,-4.0
rice,12,1990s,0,-4.0
rice,15,1990s,0,-4.0
rice,16,1990s,0,-4.0
rice,17,1990s,0,-4.0
rice,20,1990s,0,-4.0
rice,21,1990s,0,-4.0
rice,25,1990s,0,-4.0
rice,26,1990s,0,-4.0
rice,27,1990s,0,-4.0
rice,29,1990s,0,-4.0
rice,5,2000s,285,4.0
rice,9,2000s,2,1.3010612435690567
rice,24,2000s,675,1.2282922874617508
rice,27,2000s,65,1.1077504599895829
rice,7,2000s,3,0.15484050271801275
rice,0,2000s,6270,0.0008510900011155986
rice,1,2000s,238,-0.28664663389091677
rice,3,2000s,24,-0.6673367590451145
rice,17,2000s,2,-0.7965495530573654
rice,6,2000s,19,-1.2091011771891702
rice,4,2000s,20,-1.9577591533073553
rice,10,2000s,13,-2.1045122759119703
rice,14,2000s,5,-2.924213686300513
rice,21,2000s,2,-3.8348019217996225
rice,2,2000s,0,-4.0
rice,8,2000s,0,-4.0
rice,11,2000s,0,-4.0
rice,12,2000s,0,-4.0
rice,15,2000s,0,-4.0
rice,16,2000s,0,-4.0
rice,19,2000s,0,-4.0
rice,20,2000s,0,-4.0
rice,22,2000s,0,-4.0
rice,23,2000s,0,-4.0
rice,25,2000s,0,-4.0
rice,26,2000s,0,-4.0
rice,28,2000s,0,-4.0
rice,29,2000s,0,-4.0
rice,23,2010s,42,3.72190407860101
rice,5,2010s,6,1.7681596695618826
rice,7,2010s,20,1.1882681583881485
rice,16,2010s,20,1.1043956011331282
rice,24,2010s,803,0.9190389928214776
rice,25,2010s,5,0.3380152778928304
rice,9,2010s,3,0.31564746486437606
rice,28,2010s,1,0.31564746486437606
rice,0,2010s,14090,0.14072009264742658
rice,17,2010s,7,0.08873248483723403
rice,27,2010s,9,-0.15383781843684421
rice,1,2010s,174,-0.3262174270912573
rice,6,2010s,11,-1.2709955194956983
rice,14,2010s,80,-1.9347602853932562
rice,3,2010s,4,-1.958327406800059
rice,8,2010s,1,-2.5688753177156882
rice,4,2010s,25,-2.791525340167165
rice,21,2010s,5,-2.987290177196852
rice,2,2010s,0,-4.0
rice,10,2010s,6,-4.0
rice,11,2010s,0,-4.0
rice,12,2010s,0,-4.0
rice,15,2010s,0,-4.0
rice,18,2010s,0,-4.0
rice,19,2010s,0,-4.0
rice,20,2010s,0,-4.0
rice,22,2010s,0,-4.0
rice,26,2010s,0,-4.0
rice,29,2010s,2,-4.0
rice,23,2020s,21,2.9724229955061268
rice,5,2020s,4,2.065532399897608
rice,7,2020s,24,0.9099270697723626
rice,24,2020s,160,0.888146084974635
rice,27,2020s,8,0.5294794996573984
rice,0,2020s,9385,0.26352377315948095
rice,1,2020s,78,-0.049944817522327906
rice,6,2020s,14,-0.5353716446925696
rice,9,2020s,4,-2.2802424369441217
rice,26,2020s,7,-2.3010396100445965
rice,21,2020s,4,-2.3175958514264914
rice,14,2020s,55,-2.345400701048499
rice,10,2020s,7,-2.8748581109642366
rice,2,2020s,0,-4.0
rice,3,2020s,0,-4.0
rice,4,2020s,10,-4.0
rice,8,2020s,0,-4.0
rice,11,2020s,0,-4.0
rice,12,2020s,0,-4.0
rice,13,2020s,0,-4.0
rice,16,2020s,0,-4.0
rice,17,2020s,0,-4.0
rice,18,2020s,0,-4.0
rice,19,2020s,0,-4.0
rice,20,2020s,0,-4.0
rice,25,2020s,0,-4.0
rice,28,2020s,0,-4.0
rice,29,2020s,0,-4.0
soybean,17,1990s,1,1.6074656871948307
soybean,1,1990s,444,1.2743170538262698
soybean,28,1990s,7,1.1253139920574502
soybean,6,1990s,71,0.5113960398517349
soybean,24,1990s,64,0.474180739692368
soybean,0,1990s,1137,-0.130324431009889
soybean,22,1990s,1,-0.24497712439131122
soybean,10,1990s,13,-0.5869123579720203
soybean,3,1990s,18,-1.2017963006274321
soybean,4,1990s,7,-2.5681729654418755
soybean,29,1990s,2,-2.7981485581973873
soybean,2,1990s,2,-3.506855061192527
soybean,5,1990s,0,-4.0
soybean,7,1990s,0,-4.0
soybean,8,1990s,0,-4.0
soybean,11,1990s,0,-4.0
soybean,12,1990s,0,-4.0
soybean,14,1990s,0,-4.0
soybean,15,1990s,0,-4.0
soybean,16,1990s,0,-4.0
soybean,19,1990s,0,-4.0
soybean,20,1990s,0,-4.0
soybean,21,1990s,0,-4.0
soybean,25,1990s,0,-4.0
soybean,26,1990s,0,-4.0
soybean,27,1990s,0,-4.0
soybean,28,2000s,2,2.2211272279253085
soybean,1,2000s,267,0.9627962511278247
soybean,7,2000s,2,0.6534427186359879
soybean,24,2000s,157,0.20773406105431574
soybean,0,2000s,3106,0.07100819333814688
soybean,17,2000s,1,-0.7129848364182343
soybean,27,2000s,8,-0.8310526363997401
soybean,6,2000s,11,-0.9140323553563273
soybean,4,2000s,19,-0.9481950181120008
soybean,14,2000s,7,-1.3552221424911397
soybean,2,2000s,3,-1.7330690824615667
soybean,3,2000s,5,-1.8468064482397772
soybean,10,2000s,7,-1.9140323553563272
soybean,21,2000s,2,-2.7512372051604914
soybean,5,2000s,0,-4.0
soybean,8,2000s,0,-4.0
soybean,9,2000s,0,-4.0
soybean,11,2000s,0,-4.0
soybean,12,2000s,0,-4.0
soybean,15,2000s,0,-4.0
soybean,16,2000s,0,-4.0
soybean,19,2000s,0,-4.0
soybean,20,2000s,0,-4.0
soybean,22,2000s,0,-4.0
soybean,23,2000s,0,-4.0
soybean,25,2000s,0,-4.0
soybean,26,2000s,0,-4.0
soybean,29,2000s,0,-4.0
soybean,23,2010s,13,3.159244624643624
soybean,1,2010s,237,1.2488005766385557
soybean,7,2010s,9,1.1654833156233804
soybean,26,2010s,2,1.1453054336857504
soybean,27,2010s,8,0.8054554308011259
soybean,0,2010s,6399,0.13118510319243765
soybean,17,2010s,3,-0.004441685818931651
soybean,24,2010s,186,-0.06184012290752311
soybean,6,2010s,10,-0.2792807925653508
soybean,2,2010s,3,-0.7655870924802647
soybean,14,2010s,78,-0.8420679107380881
soybean,15,2010s,1,-0.9099770018154393
soybean,4,2010s,40,-0.9842351843742455
soybean,10,2010s,9,-2.337614537873917
soybean,3,2010s,1,-2.8291091561197765
soybean,5,2010s,0,-4.0
soybean,8,2010s,0,-4.0
soybean,9,2010s,0,-4.0
soybean,11,2010s,0,-4.0
soybean,12,2010s,0,-4.0
soybean,16,2010s,0,-4.0
soybean,18,2010s,0,-4.0
soybean,19,2010s,0,-4.0
soybean,20,2010s,0,-4.0
soybean,21,2010s,1,-4.0
soybean,22,2010s,0,-4.0
soybean,25,2010s,0,-4.0
soybean,28,2010s,0,-4.0
soybean,29,2010s,1,-4.0
soybean,11,2020s,1,2.6509964869478915
soybean,23,2020s,6,2.4286040656114434
soybean,1,2020s,81,1.2680389586629695
soybean,7,2020s,8,0.5885005612141273
soybean,3,2020s,2,0.5080385331058486
soybean,0,2020s,3813,0.22762955133028048
soybean,24,2020s,37,0.03920734787914337
soybean,14,2020s,94,-0.3086355707326003
soybean,6,2020s,5,-0.7572624796998905
soybean,26,2020s,7,-1.0375036178816754
soybean,27,2020s,1,-1.2069845081796806
soybean,9,2020s,3,-1.431743944060045
soybean,29,2020s,1,-2.661886468336464
soybean,2,2020s,0,-4.0
soybean,4,2020s,14,-4.0
soybean,5,2020s,0,-4.0
soybean,8,2020s,0,-4.0
soybean,10,2020s,1,-4.0
soybean,12,2020s,0,-4.0
soybean,13,2020s,0,-4.0
soybean,16,2020s,0,-4.0
soybean,17,2020s,0,-4.0
soybean,18,2020s,0,-4.0
soybean,19,2020s,0,-4.0
soybean,20,2020s,0,-4.0
soybean,21,2020s,0,-4.0
soybean,25,2020s,0,-4.0
soybean,28,2020s,0,-4.0
tobacco,21,1990s,317,4.0
tobacco,16,1990s,1,2.159069590969556
tobacco,1,1990s,530,1.7187835613167424
tobacco,25,1990s,1,1.159069590969556
tobacco,22,1990s,2,0.9440566999987057
tobacco,10,1990s,20,0.22360984316426666
tobacco,14,1990s,2,-0.07796960633129328
tobacco,28,1990s,2,-0.49300710561013705
tobacco,3,1990s,24,-0.5977249769585715
tobacco,0,1990s,607,-0.8467544392564378
tobacco,6,1990s,20,-1.127389160375568
tobacco,2,1990s,8,-1.3178212368025097
tobacco,24,1990s,12,-1.7518229351964587
tobacco,4,1990s,4,-3.1864940631094623
tobacco,5,1990s,0,-4.0
tobacco,7,1990s,0,-4.0
tobacco,8,1990s,0,-4.0
tobacco,11,1990s,0,-4.0
tobacco,12,1990s,0,-4.0
tobacco,15,1990s,0,-4.0
tobacco,17,1990s,0,-4.0
tobacco,19,1990s,0,-4.0
tobacco,20,1990s,0,-4.0
tobacco,26,1990s,0,-4.0
tobacco,27,1990s,0,-4.0
tobacco,29,1990s,0,-4.0
tobacco,21,2000s,40,2.269527167813062
tobacco,1,2000s,304,1.8488641109700479
tobacco,7,2000s,2,1.3522789967221793
tobacco,27,2000s,14,0.6751385637440551
tobacco,14,2000s,13,0.23669893167854
tobacco,0,2000s,1761,-0.04881844913175459
tobacco,16,2000s,3,-0.2423079228873771
tobacco,24,2000s,56,-0.5806954876935156
tobacco,10,2000s,8,-1.02255099932774
tobacco,3,2000s,5,-1.1479701701535858
tobacco,6,2000s,5,-1.3526996010200707
tobacco,4,2000s,5,-2.1753581585820325
tobacco,2,2000s,0,-4.0
tobacco,5,2000s,0,-4.0
tobacco,8,2000s,0,-4.0
tobacco,9,2000s,0,-4.0
tobacco,11,2000s,0,-4.0
tobacco,12,2000s,0,-4.0
tobacco,15,2000s,0,-4.0
tobacco,17,2000s,0,-4.0
tobacco,19,2000s,0,-4.0
tobacco,20,2000s,0,-4.0
tobacco,22,2000s,0,-4.0
tobacco,23,2000s,0,-4.0
tobacco,25,2000s,0,-4.0
tobacco,26,2000s,0,-4.0
tobacco,28,2000s,0,-4.0
tobacco,29,2000s,0,-4.0
tobacco,1,2010s,199,2.0605125788685004
tobacco,26,2010s,1,1.2091360642703053
tobacco,21,2010s,13,0.5842703273217151
tobacco,16,2010s,3,0.5604788882317596
tobacco,0,2010s,2994,0.09924348877368164
tobacco,24,2010s,82,-0.179616298812916
tobacco,14,2010s,35,-0.9343564820708149
tobacco,7,2010s,1,-0.9406110552343765
tobacco,6,2010s,3,-0.952415756147002
tobacco,10,2010s,8,-1.443708908731674
tobacco,4,2010s,8,-2.2423326486770527
tobacco,2,2010s,0,-4.0
tobacco,3,2010s,0,-4.0
tobacco,5,2010s,0,-4.0
tobacco,8,2010s,0,-4.0
tobacco,9,2010s,0,-4.0
tobacco,11,2010s,0,-4.0
tobacco,12,2010s,0,-4.0
tobacco,15,2010s,0,-4.0
tobacco,17,2010s,0,-4.0
tobacco,18,2010s,0,-4.0
tobacco,19,2010s,0,-4.0
tobacco,20,2010s,1,-4.0
tobacco,22,2010s,0,-4.0
tobacco,23,2010s,0,-4.0
tobacco,25,2010s,0,-4.0
tobacco,27,2010s,0,-4.0
tobacco,28,2010s,0,-4.0
tobacco,29,2010s,1,-4.0
tobacco,1,2020s,73,2.478157366789068
tobacco,26,2020s,30,2.422175907799945
tobacco,16,2020s,2,1.5626798382623035
tobacco,7,2020s,4,0.9486444133448334
tobacco,4,2020s,176,0.2398509659778886
tobacco,0,2020s,1269,0.0005389415759771476
tobacco,24,2020s,10,-0.4881740707317381
tobacco,21,2020s,2,-0.6939160071328646
tobacco,14,2020s,17,-1.4156177290291923
tobacco,9,2020s,1,-1.6565625926504948
tobacco,6,2020s,1,-1.7190467224565469
tobacco,10,2020s,1,-3.0585331887282137
tobacco,2,2020s,0,-4.0
tobacco,3,2020s,0,-4.0
tobacco,5,2020s,0,-4.0
tobacco,8,2020s,0,-4.0
tobacco,11,2020s,0,-4.0
tobacco,12,2020s,0,-4.0
tobacco,13,2020s,0,-4.0
tobacco,17,2020s,0,-4.0
tobacco,18,2020s,0,-4.0
tobacco,19,2020s,0,-4.0
tobacco,20,2020s,1,-4.0
tobacco,23,2020s,0,-4.0
tobacco,25,2020s,0,-4.0
tobacco,27,2020s,0,-4.0
tobacco,28,2020s,0,-4.0
tobacco,29,2020s,0,-4.0
tomato,25,1990s,2,2.4351939962437936
tomato,28,1990s,6,1.3680798003852568
tomato,1,1990s,288,1.1149844185827307
tomato,2,1990s,25,0.6021593582464523
tomato,14,1990s,2,0.19815479894294427
tomato,0,1990s,855,-0.07640213046462234
tomato,3,1990s,27,-0.15167557024202155
tomato,10,1990s,12,-0.23723134572770202
tomato,24,1990s,27,-0.30577352847990896
tomato,6,1990s,29,-0.3152118548611205
tomato,29,1990s,2,-2.332990328533133
tomato,4,1990s,4,-2.9103696578352247
tomato,21,1990s,1,-3.415662564450397
tomato,5,1990s,0,-4.0
tomato,7,1990s,0,-4.0
tomato,8,1990s,0,-4.0
tomato,11,1990s,0,-4.0
tomato,12,1990s,0,-4.0
tomato,15,1990s,0,-4.0
tomato,16,1990s,0,-4.0
tomato,17,1990s,0,-4.0
tomato,19,1990s,0,-4.0
tomato,20,1990s,0,-4.0
tomato,22,1990s,0,-4.0
tomato,26,1990s,0,-4.0
tomato,27,1990s,0,-4.0
tomato,27,2000s,56,2.0373366707041454
tomato,7,2000s,3,1.2994396044034255
tomato,1,2000s,230,0.8086247554309278
tomato,0,2000s,3000,0.08194724938037067
tomato,2,2000s,8,-0.2569971981364413
tomato,24,2000s,103,-0.33935177560781127
tomato,14,2000s,10,-0.7796145846150996
tomato,16,2000s,3,-0.8801098159272871
tomato,3,2000s,8,-1.1077001580808579
tomato,10,2000s,10,-1.3384247974802874
tomato,4,2000s,11,-1.6756565278720075
tomato,6,2000s,4,-2.3124295889473427
tomato,21,2000s,1,-3.69020282011421
tomato,5,2000s,0,-4.0
tomato,8,2000s,0,-4.0
tomato,9,2000s,0,-4.0
tomato,11,2000s,0,-4.0
tomato,12,2000s,0,-4.0
tomato,15,2000s,0,-4.0
tomato,17,2000s,0,-4.0
tomato,19,2000s,0,-4.0
tomato,20,2000s,0,-4.0
tomato,22,2000s,0,-4.0
tomato,23,2000s,0,-4.0
tomato,25,2000s,0,-4.0
tomato,26,2000s,0,-4.0
tomato,28,2000s,0,-4.0
tomato,29,2000s,1,-4.0
tomato,27,2010s,38,3.0943487891446244
tomato,22,2010s,1,1.4313837764221953
tomato,1,2010s,223,1.2019230725605152
tomato,9,2010s,2,0.9008690597234157
tomato,2,2010s,6,0.27537875241964893
tomato,0,2010s,6198,0.12610723661683929
tomato,7,2010s,4,0.03652415908098195
tomato,14,2010s,122,-0.15576694713753672
tomato,24,2010s,167,-0.1763287966415888
tomato,23,2010s,1,-0.5002292485975544
tomato,25,2010s,1,-0.813728721414336
tomato,16,2010s,2,-1.0473483981740381
tomato,8,2010s,1,-1.3986912221354921
tomato,4,2010s,27,-1.5103099321982258
tomato,6,2010s,3,-1.9752805418316433
tomato,3,2010s,1,-2.788143311219863
tomato,10,2010s,6,-2.8816111936951594
tomato,5,2010s,0,-4.0
tomato,11,2010s,0,-4.0
tomato,12,2010s,0,-4.0
tomato,15,2010s,0,-4.0
tomato,17,2010s,0,-4.0
tomato,18,2010s,0,-4.0
tomato,19,2010s,0,-4.0
tomato,20,2010s,0,-4.0
tomato,21,2010s,1,-4.0
tomato,26,2010s,0,-4.0
tomato,28,2010s,0,-4.0
tomato,29,2010s,1,-4.0
tomato,27,2020s,17,2.6106137526663673
tomato,7,2020s,14,1.1259909028674402
tomato,1,2020s,80,0.9802524702614158
tomato,16,2020s,3,0.5176339064484623
tomato,0,2020s,4630,0.23785063334747275
tomato,24,2020s,43,-0.013845843451999863
tomato,14,2020s,103,-0.44658847563131066
tomato,6,2020s,5,-1.027127060104182
tomato,26,2020s,6,-1.529760619622415
tomato,9,2020s,2,-2.2865710251854923
tomato,2,2020s,1,-2.480988818944896
tomato,29,2020s,1,-2.931751048740755
tomato,21,2020s,1,-3.323924439667862
tomato,3,2020s,0,-4.0
tomato,4,2020s,5,-4.0
tomato,5,2020s,0,-4.0
tomato,8,2020s,0,-4.0
tomato,10,2020s,1,-4.0
tomato,11,2020s,0,-4.0
tomato,12,2020s,0,-4.0
tomato,13,2020s,0,-4.0
tomato,17,2020s,0,-4.0
tomato,18,2020s,0,-4.0
tomato,19,2020s,0,-4.0
tomato,20,2020s,0,-4.0
tomato,23,2020s,0,-4.0
tomato,25,2020s,0,-4.0
tomato,28,2020s,0,-4.0
wheat,7,1990s,1,1.73129042279913
wheat,14,1990s,12,1.5937868990491952
wheat,1,1990s,651,1.1022427496911484
wheat,11,1990s,2,0.4986296660088549
wheat,0,1990s,2015,-0.028949017437458188
wheat,6,1990s,66,-0.31812913124514447
wheat,10,1990s,23,-0.48796229100675065
wheat,2,1990s,26,-0.5305875140020856
wheat,3,1990s,42,-0.7035760502416352
wheat,24,1990s,44,-0.7905598126209855
wheat,28,1990s,3,-0.8212506002296488
wheat,15,1990s,1,-1.01287067277128
wheat,29,1990s,11,-1.062889110510741
wheat,4,1990s,14,-2.2923451363925262
wheat,21,1990s,2,-3.6049929650653025
wheat,20,1990s,6,-3.795925910202306
wheat,5,1990s,0,-4.0
wheat,8,1990s,0,-4.0
wheat,12,1990s,0,-4.0
wheat,16,1990s,0,-4.0
wheat,17,1990s,0,-4.0
wheat,19,1990s,0,-4.0
wheat,22,1990s,0,-4.0
wheat,25,1990s,0,-4.0
wheat,26,1990s,0,-4.0
wheat,27,1990s,0,-4.0
wheat,28,2000s,3,1.76535861737817
wheat,1,2000s,632,1.1651499563490793
wheat,5,2000s,17,0.52062502828732
wheat,27,2000s,42,0.5205336751107253
wheat,14,2000s,47,0.3512806758605989
wheat,7,2000s,3,0.1976741080888493
wheat,0,2000s,6300,0.050571080957192115
wheat,22,2000s,1,-0.012248961285382274
wheat,26,2000s,2,-0.14153197823034863
wheat,24,2000s,237,-0.23887455020734671
wheat,6,2000s,29,-0.5562140901343472
wheat,10,2000s,35,-0.6328353717372597
wheat,17,2000s,2,-0.753715947686529
wheat,2,2000s,12,-0.7738001937298613
wheat,25,2000s,1,-0.8948920106472232
wheat,16,2000s,5,-1.244909718075657
wheat,21,2000s,9,-1.622043314986474
wheat,3,2000s,8,-2.2094656543954345
wheat,12,2000s,1,-2.4468771889221066
wheat,4,2000s,10,-2.9149255479365186
wheat,8,2000s,0,-4.0
wheat,9,2000s,0,-4.0
wheat,11,2000s,0,-4.0
wheat,15,2000s,0,-4.0
wheat,19,2000s,0,-4.0
wheat,20,2000s,0,-4.0
wheat,23,2000s,0,-4.0
wheat,29,2000s,4,-4.0
wheat,5,2010s,13,2.9609434774393475
wheat,28,2010s,2,1.3929540553219049
wheat,7,2010s,19,1.1915741674019005
wheat,1,2010s,443,1.0993085560725617
wheat,14,2010s,436,0.5888025349538363
wheat,17,2010s,8,0.35868415323715863
wheat,6,2010s,32,0.3468794523245335
wheat,22,2010s,1,0.3385062712995286
wheat,0,2010s,13089,0.11170995100561251
wheat,23,2010s,3,-0.0081442529990652
wheat,24,2010s,357,-0.17313033020920837
wheat,25,2010s,3,-0.32164372581584666
wheat,2,2010s,7,-0.5951063313665699
